hospital_id,hospital_org_id,ein,name,name_cr,street_address,city,state,zip_code,fips_state_and_county_code,hospital_bed_count,chrch_affl_f,urban_location_f,children_hospital_f,memb_counc_teach_hosps_f,medicare_provider_number,county,hospital_bed_size,updated_dt_x,hospital_data_id,fiscal_yr,data_ein,data_name,form_990_filed_part_grp_ret_f,form_990_num_fac_oper,form_990_name,form_990_address,form_990_city,form_990_state,form_990_zip,tot_func_exp,tot_revenue,tot_comm_bnfts,chrty_care,unreim_medcd,unreim_costs,comm_hlth_impr_svcs_comm_bnft_oper,hlth_prof_educ,subsd_hlth_svcs,rsrch,cash_inknd_contrib_comm_grps,comm_bldg,comm_bldg_actvs,comm_bldg_actvs_physimprvhse,comm_bldg_actvs_econdevlp,comm_bldg_actvs_cmntysuprt,comm_bldg_actvs_envrnimprv,comm_bldg_actvs_ldrdevlp,comm_bldg_actvs_cltnbldg,comm_bldg_actvs_htlhimprvadvcy,comm_bldg_actvs_wrkfrcdevlp,comm_bldg_actvs_other,comm_bldg_actvs_physimprvhse_pct,comm_bldg_actvs_econdevlp_pct,comm_bldg_actvs_cmntysuprt_pct,comm_bldg_actvs_envrnimprv_pct,comm_bldg_actvs_ldrdevlp_pct,comm_bldg_actvs_cltnbldg_pct,comm_bldg_actvs_htlhimprvadvcy_pct,comm_bldg_actvs_wrkfrcdevlp_pct,comm_bldg_actvs_other_pct,bad_debt,bad_debt_tot_func_exp_atrb_pat_elig_fncl_asst,mdcre_shrtfl,tot_comm_bnfts_tot_func_exp_pct,chrty_care_tot_func_exp_pct,unreim_medcd_tot_func_exp_pct,unreim_costs_tot_func_exp_pct,comm_hlth_impr_svcs_comm_bnft_oper_tot_func_exp_pct,hlth_prof_educ_tot_func_exp_pct,subsd_hlth_svcs_tot_func_exp_pct,rsrch_tot_func_exp_pct,cash_inknd_contrib_comm_grps_tot_func_exp_pct,hosp_rpt_comm_bldg_actvs_f,comm_bldg_tot_func_exp_pct,comm_bldg_actvs_tot_func_exp_pct,bad_debt_tot_func_exp_pct,bad_debt_tot_func_exp_atrb_pat_elig_fncl_asst_pct,mdcre_shrtfl_tot_func_exp_pct,rat_pat_care_npat_care_comm_bnfts,sole_comm_prov_f,written_fncl_asst_policy_f,used_fed_pov_gdlns_det_elig_free_disc_care_f,rpted_credit_agency_f,filed_lawsuit_f,placed_liens_resdnc_f,issued_body_attch_f,chna_cond_comm_hlth_needs_assmt_f,chna_defined_comm_served_f,chna_took_into_acct_input_ppl_rep_broad_intrst_comm_served_f,chna_cond_w_mult_hosp_facilities_f,chna_made_wide_avail_pub_f,hosp_adp_imp_stg_addr_hlth_needs_comm_f,hosp_exe_imp_stg_addr_hlth_needs_comm_f,hosp_prtcp_dev_commwide_comm_bnft_plan_f,per_capita_inc_qrt,per_capita_inc,med_hsehld_inc_qrt,med_hsehld_inc,percent_ppl_pov_qrt,percent_ppl_pov_pct,percent_ppl_65_yrs_old_without_hlth_insr_qrt,percent_ppl_65_yrs_old_without_hlth_insr_pct,unemp_rate_16_yrs_older_qrt,unemp_rate_16_yrs_older,st_impl_aca_medcd_exp_cvrg_adlts_w_incs_up_138pct_fpl_f,st_inc_elig_prnts_dep_chldrn_enrol_medcd_ltd_76pct_fpl_less_f,st_law_req_hosp_rpt_comm_bnfts_f,paper_return_f,netcommbldgexpns_total,numactpgm_physimprvhse,numactpgm_econdevlp,numactpgm_cmntysuprt,numactpgm_envrnimprv,numactpgm_ldrdevlp,numactpgm_cltnbldg,numactpgm_htlhimprvadvcy,numactpgm_wrkfrcdevlp,numactpgm_other,numactpgm_total,prsnssrvd_physimprvhse,prsnssrvd_econdevlp,prsnssrvd_cmntysuprt,prsnssrvd_envrnimprv,prsnssrvd_ldrdevlp,prsnssrvd_cltnbldg,prsnssrvd_htlhimprvadvcy,prsnssrvd_wrkfrcdevlp,prsnssrvd_other,prsnssrvd_total,ttlcommbldgexpns_physimprvhse,ttlcommbldgexpns_econdevlp,ttlcommbldgexpns_cmntysuprt,ttlcommbldgexpns_envrnimprv,ttlcommbldgexpns_ldrdevlp,ttlcommbldgexpns_cltnbldg,ttlcommbldgexpns_htlhimprvadvcy,ttlcommbldgexpns_wrkfrcdevlp,ttlcommbldgexpns_other,ttlcommbldgexpns_total,diroffsetrev_physimprvhse,diroffsetrev_econdevlp,diroffsetrev_cmntysuprt,diroffsetrev_envrnimprv,diroffsetrev_ldrdevlp,diroffsetrev_cltnbldg,diroffsetrev_htlhimprvadvcy,diroffsetrev_wrkfrcdevlp,diroffsetrev_other,diroffsetrev_total,pctttlexp_physimprvhse,pctttlexp_econdevlp,pctttlexp_cmntysuprt,pctttlexp_envrnimprv,pctttlexp_ldrdevlp,pctttlexp_cltnbldg,pctttlexp_htlhimprvadvcy,pctttlexp_wrkfrcdevlp,pctttlexp_other,pctttlexp_total,updated_dt_y
758,547,363332852,Macneal Hospital,Macneal Hospital,3249 South Oak Park Avenue,Berwyn,IL,60402,17031,427,N,Y,N,Y,140054,Cook County,>299 beds,"November 20, 2023",7762,2021,363332852,Macneal Hospital,N,1,Gottlieb Community Health Services Corporation,701 W North Ave,Melrose Park,IL,60160,229214400,266235791,20137993,7739608,0,0,393821,11913472,0,0,91092,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,7033441,0,6424933,8.7856578,3.3765801,0.0,0.0,0.1718133,5.1975233,0.0,0.0,0.0397409,,0.0,0.0,3.0684987,0.0,2.8030232,0.624243238,N,Y,Y,,,,,Y,Y,Y,Y,Y,Y,,,4,69935,4,71611,3,12.9,2,10.9,4,7.0,Y,,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"November 20, 2023"
759,549,900756744,Passavant Area Hospital,Passavant Area Hospital,1600 West Walnut,Jacksonville,IL,62650,17137,116,N,N,N,N,140058,Morgan County,100-299 beds,"November 20, 2023",7774,2021,900756744,Passavant Area Hospital,Y,5,Memorial Health System Group,701 North First Street,Springfield,IL,62781,1576823533,1546371720,195637947,7991414,75870248,133707,3801856,15019660,28929874,229638,63661550,420153,420153,290000,1784,25148,0,0,1616,40990,60615,0,69.0224751,0.4246072,5.9854386,0.0,0.0,0.3846217,9.7559698,14.4268873,0.0,38661803,0,-72240333,12.407092,0.5068045,4.8115877,0.0084795,0.2411085,0.9525263,1.8346931,0.0145633,4.0373287,Y,0.0266455,0.0266455,2.4518788,0.0,-4.5813834,0.752359632,N,Y,Y,,,,,Y,Y,Y,N,Y,Y,,,2,43763,2,54764,2,12.4,1,6.1,3,5.0,Y,,Y,N,420153,1,1,1,0,0,1,7,3,0,14,0,0,15,0,0,242,0,96,0,353,290000,1784,25148,0,0,1616,40990,60615,0,420153,0,0,0,0,0,0,0,0,0,0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,"November 20, 2023"
760,551,364724966,Palos Community Hospital,Palos Community Hospital,12251 S 80th Avenue,Orland Park,IL,60462,17031,436,N,Y,N,N,140062,Cook County,>299 beds,"November 20, 2023",7786,2021,364724966,Palos Community Hospital,Y,9,Northwestern Memorial HealthCare Group,541 N Fairbanks Ct Rm 1630,Chicago,IL,60611,8056257368,8405195352,626510321,90752501,321552247,0,8202294,83319241,53780188,64168832,4735018,5495672,5495672,0,0,0,0,0,0,0,5495672,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,34249573,0,-665458788,7.7766919,1.1264846,3.9913353,0.0,0.1018127,1.0342177,0.6675579,0.7965092,0.0587744,Y,0.0682161,0.0682161,0.42513,0.0,-8.260148,1.924808688,N,Y,Y,,,,,Y,Y,Y,Y,Y,Y,,,4,69935,4,71611,3,12.9,2,10.9,4,7.0,Y,,Y,N,5495672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5495672,0,5495672,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,0.0,0.0007,"November 20, 2023"
761,552,362183812,Oak Park Hospital,Oak Park Hospital,520 South Maple,Oak Park,IL,60603,17031,296,Y,Y,N,Y,140063,Cook County,100-299 beds,"November 20, 2023",7798,2021,362183812,Oak Park Hospital,N,1,Rush Oak Park Hospital Inc,520 S Maple Avenue,Oak Park,IL,60304,164427997,170596218,17450420,3718104,12237702,0,155240,147422,1184632,0,7320,139352,139352,0,136073,0,0,0,0,0,3279,0,0.0,97.6469659,0.0,0.0,0.0,0.0,0.0,2.353034,0.0,7897790,5328955,-8967194,10.6128033,2.2612353,7.4425902,0.0,0.0944121,0.0896574,0.7204563,0.0,0.0044517,Y,0.0847495,0.0847495,4.8031905,67.4740022,-5.4535688,10.675536292,N,Y,Y,,,,,Y,Y,Y,Y,Y,Y,,,4,69935,4,71611,3,12.9,2,10.9,4,7.0,Y,,Y,N,139352,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,10,0,160,0,136073,0,0,0,0,0,3279,0,139352,0,0,0,0,0,0,0,0,0,0,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,"November 20, 2023"
762,545,370813229,St Mary Medical Center,St Mary Medical Center,3333 N Seminary,Galesburg,IL,61401,17095,166,Y,N,N,N,140064,Knox County,100-299 beds,"November 20, 2023",7810,2021,370813229,St Mary Medical Center,Y,13,OSF Healthcare System,124 SW Adams St,Peoria,IL,61602,2895005409,3195700977,229377010,30487187,77053285,0,5971035,60562135,50119664,1502307,3681397,887119,887119,0,0,0,0,0,0,887119,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,11037860,0,-93809297,7.9231979,1.053096,2.6615938,0.0,0.2062529,2.0919523,1.7312459,0.051893,0.1271637,Y,0.030643,0.030643,0.3812725,0.0,-3.2403841,0.882661915,N,Y,Y,,,,,Y,Y,Y,N,Y,Y,,,2,44921,2,52881,3,13.4,1,7.3,4,6.6,Y,,Y,N,887119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,887119,0,0,887119,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0003,"November 20, 2023"
763,553,362276984,Adventist Lagrange Memorial Hospital,Adventist Lagrange Memorial Hospital,5101 S Willow Springs Road,Lagrange,IL,60525,17031,223,Y,Y,N,Y,140065,Cook County,100-299 beds,"November 20, 2023",7822,2021,362276984,Adventist Lagrange Memorial Hospital,Y,2,Adventist Midwest Health,120 North Oak Street,Hinsdale,IL,60521,531155585,568777888,33111757,5574141,15579075,0,247388,11266055,0,0,445098,260047,260047,0,0,0,32517,8062,0,219468,0,0,0.0,0.0,0.0,12.504278,3.1002088,0.0,84.3955131,0.0,0.0,595041,106356,-7711194,6.2339092,1.0494365,2.933053,0.0,0.0465754,2.1210461,0.0,0.0,0.083798,Y,0.0489587,0.0489587,0.1120276,17.8737263,-1.4517768,1.76887933,N,Y,Y,,,,,Y,Y,Y,Y,Y,Y,,,4,69935,4,71611,3,12.9,2,10.9,4,7.0,Y,,Y,N,260047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32517,8062,0,219468,0,0,260047,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0004,0.0,0.0,0.0005,"November 20, 2023"
764,545,370813229,Saint Francis Medical Center,Saint Francis Medical Center,530 Ne Glen Oak Avenue,Peoria,IL,61637,17143,730,N,Y,N,Y,140067,Peoria County,>299 beds,"November 20, 2023",7834,2021,370813229,Saint Francis Medical Center,Y,13,OSF Healthcare System,124 SW Adams St,Peoria,IL,61602,2895005409,3195700977,229377010,30487187,77053285,0,5971035,60562135,50119664,1502307,3681397,887119,887119,0,0,0,0,0,0,887119,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,11037860,0,-93809297,7.9231979,1.053096,2.6615938,0.0,0.2062529,2.0919523,1.7312459,0.051893,0.1271637,Y,0.030643,0.030643,0.3812725,0.0,-3.2403841,0.882661915,N,Y,Y,,,,,Y,Y,Y,Y,Y,Y,,,4,54609,2,53506,3,14.2,1,7.3,4,7.2,Y,,Y,N,887119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,887119,0,0,887119,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0003,"November 20, 2023"
765,554,361703630,Roseland Community Hospital,Roseland Community Hospital,45 W 111th Street,Chicago,IL,60628,17031,162,N,Y,N,N,140068,Cook County,100-299 beds,"November 20, 2023",7845,2021,361703630,Roseland Community Hospital,N,1,Roseland Community Hospital Association,45 West 111th Street,Chicago,IL,60628,80541102,71353034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,N,Y,Y,,,,,Y,Y,Y,Y,Y,Y,,,4,69935,4,71611,3,12.9,2,10.9,4,7.0,Y,,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"November 20, 2023"
766,555,371305510,Touchette Regional Hospital,Touchette Regional Hospital,5900 Bond Street,Centreville,IL,62207,17163,109,N,Y,N,N,140077,St. Clair County,100-299 beds,"November 20, 2023",7857,2021,371305510,Touchette Regional Hospital,N,1,Touchette Regional Hospital,5900 Bond Avenue,Centreville,IL,62207,74416537,81869993,7612127,2501656,0,0,0,0,5110471,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3441634,818466,-1171878,10.2290798,3.3616936,0.0,0.0,0.0,0.0,6.8673862,0.0,0.0,,0.0,0.0,4.6248241,23.7813201,-1.5747548,0.489515741,N,Y,Y,,,,,Y,Y,Y,N,Y,Y,,,3,49646,3,61863,3,13.8,1,7.2,4,6.1,Y,,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"November 20, 2023"
767,556,351330472,St James Hospital & Health Centers,,1423 Chicago Road,Chicago Heights,IL,60411,17031,361,Y,Y,N,N,140079,Cook County,>299 beds,"November 20, 2023",7865,2017,351330472,St James Hospital & Health Centers,Y,12,Franciscan Alliance Inc,1515 Dragoon Trail,Mishawaka,IN,46544,2794130239,2943293410,298399032,85361245,155576459,274121,7622535,14605947,31313269,2037549,1607907,2788342,2788342,0,0,41995,0,0,0,1995,2669482,74870,0.0,0.0,1.5060921,0.0,0.0,0.0,0.0715478,95.7372517,2.6851082,34091150,0,-367148699,10.6794961,3.0550202,5.5679744,0.0098106,0.2728052,0.5227368,1.1206803,0.0729224,0.0575458,Y,0.0997928,0.0997928,1.2200988,0.0,-13.1399994,4.217933304,N,Y,Y,,,,,Y,Y,Y,Y,Y,Y,,,4,59238,4,61401,3,14.6,2,10.0,3,5.2,Y,,Y,N,2788342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41995,0,0,0,1995,8512280,75090,8631360,0,0,0,0,0,0,0,5842798,220,5843018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.001,"November 20, 2023"
768,558,362235165,Presence Saint Francis Hospital,Presence Saint Francis Hospital,355 Ridge Avenue,Evanston,IL,60202,17031,427,Y,Y,N,Y,140080,Cook County,>299 beds,"November 20, 2023",7877,2021,362235165,Presence Saint Francis Hospital,Y,6,Presence Chicago Hospitals Network,C/o Tax Department PO Box 45998,St Louis,MO,63145,1167499719,1168450690,69506298,19721604,6739249,0,964640,38754695,2507616,0,818494,78338,78338,0,0,5342,0,2723,17302,0,52971,0,0.0,0.0,6.8191682,0.0,3.4759631,22.0863437,0.0,67.6185248,0.0,135685,0,-77568114,5.9534316,1.689217,0.5772377,0.0,0.0826244,3.3194607,0.2147851,0.0,0.0701065,Y,0.0067098,0.0067098,0.0116218,0.0,-6.6439514,0.614719002,N,Y,Y,,,,,Y,Y,Y,Y,Y,Y,,,4,69935,4,71611,3,12.9,2,10.9,4,7.0,Y,,Y,N,78338,0,0,1,0,1,3,1,5,0,11,0,0,2,0,35,0,0,258,0,295,0,0,5342,0,2723,17302,0,54521,0,79888,0,0,0,0,0,0,0,1550,0,1550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,"November 20, 2023"
769,559,362200248,Loretto Hospital,Loretto Hospital,645 South Central Avenue,Chicago,IL,60646,17031,176,N,Y,N,N,140083,Cook County,100-299 beds,"November 20, 2023",7889,2021,362200248,Loretto Hospital,N,1,Loretto Hospital,645 S Central Avenue,Chicago,IL,60644,74065186,74344213,3952802,1429923,2154932,0,7013,360934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,1387226,188247,-1344922,5.336923,1.9306277,2.9095073,0.0,0.0094686,0.4873193,0.0,0.0,0.0,,0.0,0.0,1.8729798,13.5700311,-1.8158625,9.742856987,N,Y,Y,,,,,Y,Y,Y,Y,Y,Y,,,4,69935,4,71611,3,12.9,2,10.9,4,7.0,Y,,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"November 20, 2023"
770,560,363488183,University Of Chicago Hospitals,University Of Chicago Hospitals,5841 South Maryland Avenue,Chicago,IL,60637,17031,633,N,Y,N,Y,140088,Cook County,>299 beds,"November 20, 2023",7901,2021,363488183,University Of Chicago Hospitals,N,1,University of Chicago Medical Center,5841 South Maryland Ave MC 1086,Chicago,IL,60637,2439164000,2646884469,155203466,27405536,0,0,4706436,74434542,0,48000000,656952,718312,718312,7875,67335,9196,0,70000,0,0,563906,0,1.0963202,9.3740602,1.2802236,0.0,9.7450689,0.0,0.0,78.5043268,0.0,45782543,0,-78566903,6.3629778,1.1235626,0.0,0.0,0.1929528,3.0516415,0.0,1.9678873,0.0269334,Y,0.0294491,0.0294491,1.8769768,0.0,-3.2210586,0.214444287,N,Y,Y,,,,,Y,Y,Y,N,Y,Y,,,4,69935,4,71611,3,12.9,2,10.9,4,7.0,Y,,Y,N,718312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7875,67335,9196,0,70000,0,0,563906,0,718312,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0003,"November 20, 2023"
771,561,371119538,Carle Foundation Hospital,Carle Foundation Hospital,611 W Park Street,Urbana,IL,61801,17019,316,N,Y,N,Y,140091,Champaign County,>299 beds,"November 20, 2023",7913,2021,371119538,Carle Foundation Hospital,N,1,The Carle Foundation Hospital,611 West Park,Urbana,IL,61801,1002710144,1220405483,70433509,15188120,0,0,4085883,18498370,23069283,7800090,1791763,248052,248052,0,77200,98163,0,0,0,0,3346,69343,0.0,31.1225065,39.5735571,0.0,0.0,0.0,0.0,1.3489107,27.9550255,7217243,3608622,-2068584,7.0243139,1.5147069,0.0,0.0,0.4074839,1.8448372,2.300693,0.7779007,0.178692,Y,0.0247381,0.0247381,0.7197736,50.0000069,-0.2062992,0.274921043,N,Y,Y,,,,,Y,Y,Y,Y,Y,Y,,,3,49187,4,64387,3,15.1,1,7.1,3,4.8,Y,,Y,N,248052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77200,98163,0,0,0,0,3346,69343,248052,0,0,0,0,0,0,0,0,0,0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.0003,"November 20, 2023"
772,545,370813229,Osf Sacred Heart Medical Center,Osf Sacred Heart Medical Center,812 North Logan Avenue,Danville,IL,61821,17183,210,Y,Y,N,N,140093,Vermilion County,100-299 beds,"November 20, 2023",7925,2021,370813229,Osf Sacred Heart Medical Center,Y,13,OSF Healthcare System,124 SW Adams St,Peoria,IL,61602,2895005409,3195700977,229377010,30487187,77053285,0,5971035,60562135,50119664,1502307,3681397,887119,887119,0,0,0,0,0,0,887119,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,11037860,0,-93809297,7.9231979,1.053096,2.6615938,0.0,0.2062529,2.0919523,1.7312459,0.051893,0.1271637,Y,0.030643,0.030643,0.3812725,0.0,-3.2403841,0.882661915,N,Y,Y,,,,,Y,Y,Y,Y,Y,Y,,,2,44533,2,49678,4,18.6,1,6.6,4,6.5,Y,,Y,N,887119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,887119,0,0,887119,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0003,"November 20, 2023"
773,558,362235165,St Mary & Elizabeth Med Ctr-Claremont Campus,,1431 N Claremont Ave,Chicago,IL,60622,17031,276,Y,Y,N,Y,140094,Cook County,100-299 beds,"November 20, 2023",7935,2021,362235165,St Mary & Elizabeth Med Ctr-Claremont Campus,Y,6,Presence Chicago Hospitals Network,C/o Tax Department PO Box 45998,St Louis,MO,63145,1167499719,1168450690,69506298,19721604,6739249,0,964640,38754695,2507616,0,818494,78338,78338,0,0,5342,0,2723,17302,0,52971,0,0.0,0.0,6.8191682,0.0,3.4759631,22.0863437,0.0,67.6185248,0.0,135685,0,-77568114,5.9534316,1.689217,0.5772377,0.0,0.0826244,3.3194607,0.2147851,0.0,0.0701065,Y,0.0067098,0.0067098,0.0116218,0.0,-6.6439514,0.614719002,N,Y,Y,,,,,Y,Y,Y,Y,Y,Y,,,4,69935,4,71611,3,12.9,2,10.9,4,7.0,Y,,Y,N,78338,0,0,1,0,1,3,1,5,0,11,0,0,2,0,35,0,0,258,0,295,0,0,5342,0,2723,17302,0,54521,0,79888,0,0,0,0,0,0,0,1550,0,1550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,"November 20, 2023"
774,563,510217097,Saint Anthony Hospital,Saint Anthony Hospital,2875 W 19th Street,Chicago,IL,60623,17031,176,N,Y,N,Y,140095,Cook County,100-299 beds,"November 20, 2023",7947,2021,510217097,Saint Anthony Hospital,N,1,Saint Anthony Hospital,2875 West 19th Street,Chicago,IL,60623,132076107,129168410,12170458,12165467,0,0,4991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,5639891,0,-916536,9.214731,9.2109521,0.0,0.0,0.0037788,0.0,0.0,0.0,0.0,,0.0,0.0,4.2701826,0.0,-0.6939453,2437.480865558,N,Y,Y,,,,,Y,Y,Y,Y,Y,Y,,,4,69935,4,71611,3,12.9,2,10.9,4,7.0,Y,,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"November 20, 2023"
775,564,362170155,Morris Hospital,Morris Hospital,150 West High Street,Morris,IL,60450,17063,89,N,Y,N,N,140101,Grundy County,<100 beds,"November 20, 2023",7959,2021,362170155,Morris Hospital,N,1,Morris Hospital,150 West High Street,Morris,IL,60450,212561264,222839599,26458154,3061393,21943059,0,1078789,108680,0,0,266233,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,8135793,3296563,-13699268,12.4473074,1.4402403,10.3231692,0.0,0.507519,0.0511287,0.0,0.0,0.12525,,0.0,0.0,3.8275049,40.5192585,-6.4448562,17.20053491,N,Y,Y,,,,,Y,Y,Y,N,Y,Y,,,4,61862,4,74935,1,5.9,1,5.5,3,5.3,Y,,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"November 20, 2023"
776,565,362264414,St Bernard Hospital,St Bernard Hospital,326 W 64th Street,Chicago,IL,60621,17031,210,N,Y,N,Y,140103,Cook County,100-299 beds,"November 20, 2023",7971,2021,362264414,St Bernard Hospital,N,1,St Bernard Hospital,326 West 64th Street,Chicago,IL,60621,109453282,104812040,16702828,4138052,0,0,4602061,463319,7432777,0,66619,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,1544465,0,-10176514,15.2602349,3.7806559,0.0,0.0,4.2045893,0.4233029,6.7908214,0.0,0.0608652,N,0.0,0.0,1.4110723,0.0,-9.2975868,0.329337506,N,Y,Y,,,,,Y,Y,Y,N,Y,Y,,,4,69935,4,71611,3,12.9,2,10.9,4,7.0,Y,,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"November 20, 2023"
777,530,362167060,Highland Park Hospital,,718 Glenview Ave,Highland Park,IL,60035,17097,234,N,Y,N,N,140108,Lake County,100-299 beds,"November 20, 2023",7983,2021,362167060,Highland Park Hospital,Y,4,NorthShore University HealthSystem,1301 Central Street,Evanston,IL,60201,452441469,563380161,23238240,4650636,1828153,0,455461,8923793,6272421,692693,415083,6369,6369,0,0,0,0,0,6369,0,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3940609,0,-23164811,5.136187,1.0278978,0.4040639,0.0,0.1006673,1.972364,1.3863497,0.1531011,0.0917429,Y,0.0014076,0.0014076,0.8709654,0.0,-5.1199575,0.386575252,N,Y,Y,,,,,Y,Y,Y,Y,Y,Y,,,4,85159,4,100325,1,7.0,2,8.2,3,5.3,Y,,Y,N,6369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6369,0,0,0,6369,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"November 20, 2023"
778,566,362604009,Ottawa Regional Hospital & Healthcar,Ottawa Regional Hospital & Healthcar,1100 East Norris Drive,Ottawa,IL,61350,17099,50,N,N,N,N,140110,LaSalle County,<100 beds,"November 20, 2023",7995,2021,362604009,Ottawa Regional Hospital & Healthcar,N,1,Ottawa Regional Hospital & Healthcare Center,124 SW Adams St,Peoria,IL,61602,117766293,155731638,5021570,1697220,0,0,208981,0,3092825,0,22544,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,584040,0,-5594854,4.2640129,1.4411763,0.0,0.0,0.177454,0.0,2.6262395,0.0,0.0191429,N,0.0,0.0,0.4959313,0.0,-4.7508109,0.51054191,N,Y,Y,,,,,Y,Y,Y,Y,Y,Y,,,3,49292,3,62714,2,11.4,1,6.5,4,6.0,Y,,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"November 20, 2023"
